"
Friends Lyrics
",http://www.metrolyrics.com/friends-lyrics-ed-sheeran.html," We're not, No we're not friends, Nor have we ever been, We just try to keep those secrets in a lie, And if they find out, will it all go wrong, And heaven knows no one wants it to, So I could take the back road, But your eyes will lead me straight back home, And if you know me like I know you, You should love me, you should know, Friends just sleep in another bed, And friends don't treat me like you do, Well I know that there's a limit to everything, But my friends won't love me like you, No, my friends won't love me like you We're not friends, We could be anything, If we try to keep those secrets safe, No one will find out, If it all went wrong, They'll never know what we've been through, So I could take the back road, But your eyes will lead me straight back home, And if you know me like I know you, You should love me, you should know, That friends just sleep in another bed, And friends don't treat me like you do, Well I know that there's a limit to everything, But my friends won't love me like you No, my friends won't love me like you But then again, if we're not friends, Someone else might love you too And then again, if we're not friends, There'd be nothing I could do And that's why friends should sleep in other beds, And friends shouldn't kiss me like you do, And I know that there's a limit to everything, But my friends won't love me like you, No, my friends won't love me like you, Oh my friends will never love me like you"
"
One Lyrics
",http://www.metrolyrics.com/one-lyrics-ed-sheeran.html," Tell me that you'd turn down the man, Who askes for your hand, 'Cause you're waiting for me, And I know, You're gonna be away a while, But I've got no plans at all to leave Would you take away my hopes and dreams, And just stay with me? All my senses come to life, While I'm stumbling home as drunk as I, Have ever been and I'll never leave again, 'Cause you are the only one, And all my friends have gone to find, Another place to let their hearts collide, Just promise me, you'll never leave again, 'Cause you are the only one Take my hand and my, Heart and soul, I will, Only have these eyes for you, And you know,, Everything changes but, We'll be strangers if we see this through We could stay within these walls and bleed, Or just stay with me? All my senses come to life, While I'm stumbling home as drunk as I, Have ever been and I'll never leave again, 'Cause you are the only one, And all my friends have gone to find, Another place to let their hearts collide, Just promise me, you'll always be a friend, 'Cause you are the only one Stumbling half drunk, Getting myself lost, I am so gone, So tell me the way home, I listen to sad songs, Singing about love, And where it goes wrong All my senses come to life, While I'm stumbling home as drunk as I, Have ever been and I'll never leave again, 'Cause you are the only one, And all my friends have gone to find, Another place to let their hearts collide, Just promise me, you'll always be a friend, 'Cause you are the only one"
"
Afire Love Lyrics
",http://www.metrolyrics.com/afire-love-lyrics-ed-sheeran.html," Things were all good yesterday, And then the devil took your memory, And if you fell to your death today, I hope that heaven is your resting place, I heard the doctors put your chest in pain, But then that could have been the medicine, And now you're lying in the bed again, Either way I'll cry with the rest of them My father told me, son, It's not his fault he doesn't know your face, You're not the only one, Although my grandma used to say, He used to sing Darlin' hold me in your arms, The way you did last night, And we'll die inside, For a little while here oh I could look into your eyes, Until the sun comes up, And we're wrapped in light and life and love, Put your open lips on mine, And slowly let them shut, For they're designed to be together oh, With your body next to mine, Our hearts will beat as one, And we set alight, We're afire love Love, love Things were all good yesterday, Then the devil took your breath away, Now we're left here in the pain, Black suit black tie standing in the rain, And now my family is one again, Stapled together with the strangers and a friend, Came to my mind I should paint it with a pen, Six years old I remember when My father told me, son, It's not his fault he doesn't know your face, You're not the only one, Although my grandma used to say, He used to sing Darlin' hold me in your arms, The way you did last night, And we'll die inside, For a little while here oh I could look into your eyes, Until the sun comes up, And we're wrapped in light and life and love, Put your open lips on mine, And slowly let them shut, For they're designed to be together oh, With your body next to mine, Our hearts will beat as one, And we're set alight, We're afire love Love, love See the love, the love, the love, the love, See the love, the love, the love, the love, See the love, the love, the love, the love My father and all of my family, Rise from their seats to sing hallelujah, And my mother and all of my family, Rise from their seats to say hallelujah, And my brother and all of my family, Rise from their seats to sing hallelujah, (To my brother and my sister, yeah, ah), My father and all of my family, Rise from their seats to sing, Hallelujah To the love, the love, the love, the love, To the love, the love, the love, the love, To the love, the love, the love, the love"
"
Small Bump Lyrics
",http://www.metrolyrics.com/small-bump-lyrics-ed-sheeran.html," You're just a small bump unborn, In four months you're brought to life, Might be left with my hair, But you'll have your mother's eyes I'll hold your body in my hands, Be as gentle as I can, But for now you're a scan on my unmade plans, A small bump, in four months you're brought to life And I'll whisper quietly, And give you nothing but truth, If you're not inside me, I'll put my future in you You are my one, and only, And you can wrap your fingers around my thumb and hold me tight, You are my one, and only, You can wrap your fingers around my thumb and hold me tight, And you'll be alright You're just a small bump, I know you'll grow into your skin, With a smile like hers, And a dimple beneath the chin Fingernails the size of a half grain of rice, And eyelids closed to be soon opened wide, A small bump, in four months you'll open your eyes And I'll hold you tightly, And tell you nothing but truth, If you're not inside me, I'll put my future in you You are my one, and only, And you can wrap your fingers around my thumb and hold me tight, Oh you are my one, and only, You can wrap your fingers around my thumb and hold me tight, And you'll be alright Then you can lie with me, with your tiny feet, When you're half asleep, I'll leave you be, Right in front of me for a couple weeks, So I can keep you safe 'Cause you are my one, and only, You can wrap your fingers around my thumb and hold me tight, Oh you are my one, and only, You can wrap your fingers around my thumb and hold me tight, And you'll be alright Cause you were just a small bump unborn, for four months then torn from life, Maybe you were needed up there but we're still unaware as why"
"
What Do I Know Lyrics
",http://www.metrolyrics.com/what-do-i-know-lyrics-ed-sheeran.html," Ain't got a soapbox I can stand upon, But God gave me a stage, a guitar and a song, My daddy told me: ""Son, don't you get involved in, Politics, religions or other people's quarrels"" I'll paint the picture, let me set the scene, I know when I have children, they will know what it means, And I'll pass on these things my family's given to me, Just love and understanding, positivity We could change this whole world with a piano, Add a bass, some guitar, grab a beat and away we go, I'm just a boy with a one-man show, No university, no degree, but Lord knows Everybody's talking about exponential growth, And the stock market crashing in their portfolios, While I'll be sitting here with a song that I wrote, Saying: ""Love could change the world in a moment, but what do I know?"" Love can change the world in a moment, but what do I know?, Love can change the world in a moment The revolution's coming, it's a minute away, I saw people marching in the streets today, You know we are made up of love and hate, But both of them are balanced on a razor blade I'll paint the picture, let me set the scene, I know, I'm all for people following their dreams, Just remember life is more than fitting in your jeans, It's love and understanding, positivity We could change this whole world with a piano, Add a bass, some guitar, grab a beat and away we go, I'm just a boy with a one-man show, No university, no degree, but Lord knows Everybody's talking about exponential growth, And the stock market crashing in their portfolios, While I'll be sitting here with a song that I wrote, Saying: ""Love could change the world in a moment, but what do I know?"" Love can change the world in a moment, but what do I know?, Love can change the world in a moment I'll paint the picture, let me set the scene, You know the future's in the hands of you and me, So let's all get together, we can all be free, Spread love and understanding, positivity We could change this whole world with a piano, Add a bass, some guitar, grab a beat and away we go, I'm just a boy with a one-man show, No university, no degree, but Lord knows Everybody's talking about exponential growth, And the stock market crashing in their portfolios, While I'll be sitting here with a song that I wrote, Saying: ""Love could change the world in a moment, but what do I know?"" Love can change the world in a moment, but what do I know?, Love can change the world in a moment, but what do I know?"
"
Hearts Don't Break Around Here Lyrics
",http://www.metrolyrics.com/hearts-dont-break-around-here-lyrics-ed-sheeran.html," She is the sweetest thing that I know, Should see the way she holds me when the lights go low, Shakes my soul like a pothole every time, Took my heart upon a one way trip, Guess she went wandering off with it, None like most women I know, This one will bring it back whole, Daisies, daisies perched upon your forehead, Oh my baby, lately I know That every night I'll kiss you, you'll say in my ear, Oh we're in love, aren't we?, Hands in your hair, Fingers and thumbs, baby, I feel safe when you're holding me near, Love the way that you conquer your fear, You know hearts don't break around here, Oh yeah, yeah, yeah, Yeah-yeah, yeah-yeah She is the river flowin' nowhere, And tin wind chimes used for doorbells, Fields and trees and her smell fill my lungs, Spend my summertime beside her, And the rest of the year the same, She is the flint that sparks the lighter, And the fuel that will hold the flame, oh, Roses, roses laid upon your bed spread, oh my, All this, all this I know But every night I'll kiss you, you'll say in my ear, Oh we're in love, aren't we?, Hands in your hair, Fingers and thumbs, baby, I feel safe when you're holding me near, Love the way that you conquer your fear, You know hearts don't break around here, Oh yeah, yeah, yeah, Yeah-yeah, yeah-yeah Well, I've found love inside, The arms of the woman I know, She is the lighthouse in the night, That will safely guide me home, And I'm not scared of passing over, Or the thought growing old, 'Cause from now until I go Every night I kiss you, you'll say in my ear, Oh we're in love, aren't we?, Hands in your hair, Fingers and thumbs, baby, I feel safe when you're holding me near, Love the way that you conquer your fear, You know hearts don't break around here, Oh yeah, yeah, Every night I kiss you, you'll say in my ear, Oh we're in love, aren't we?, Hands in your hair, Fingers and thumbs, baby, I feel safe when you're holding me near, Love the way that you conquer your fear, You know hearts don't break around here, Yeah, yeah, yeah, You know hearts don't break around here, Oh yeah, yeah, yeah"
"
Wake Me Up Lyrics
",http://www.metrolyrics.com/wake-me-up-lyrics-ed-sheeran.html," I should ink my skin, With your name, And take my passport out again, And just replace it See I could do without a tan on my left hand, Where my fourth finger meets my knuckle, And I should run you a hot bath, And fill it up with bubbles 'Cause maybe you're loveable, Maybe you're my snowflake, And your eyes turn from green to gray, In the winter I'll hold you in a cold place, And you should never cut your hair, 'Cause I love the way you flick it off your shoulder And you will never know, Just how beautiful you are to me, But maybe I'm just in love, When you wake me up And would you ever feel guilty, If you did the same to me?, Could you make me a cup of tea, To open my eyes in the right way? And I know you love Shrek, Because we've watched it 12 times, But maybe you're hoping, For a fairytale too And if your DVD breaks today, You should've got a VCR, Because I've never owned a Blue-Ray,, True say And now I've always been shit at computer games, Because your brother always beats me, And if I lost, I'd go across, And chuck all the controllers at the TV And then you'd laugh at me, And be asking me, If I'm gonna be home next week, And then you lie with me, Till I fall asleep, And flutter eyelash on my cheek, Between the sheets And you will never know, Just how beautiful you are to me, But maybe I'm just in love, When you wake me up And I think you hate the smell of smoke, You always try and get me to stop, You drink as much as me, And I get drunk a lot So I take you to the beach, And walk along the sand, And I'll make you a heart pendant, With a pebble held in my hand And I'll carve it like a necklace, So the heart falls where your chest is, And now a piece of me is a piece of the beach, And it falls just where it needs to be, And rests peacefully, So you just need to breathe to feel my heart against yours now, Against yours now 'Cause maybe I'm just in love when you wake me up, Or maybe I'm just in love when you wake me up, Maybe I fell in love when you woke me up"
"
Bloodstream Lyrics
",http://www.metrolyrics.com/bloodstream-lyrics-ed-sheeran.html," I've been spinning now for time, Couple women by my side I got sinning on my mind, Sipping on red wine, I've been sitting here for ages, Ripping out the pages, How'd I get so faded, How'd I get so faded?, Oh no no, don't leave me lonely now, If you loved me how'd you never learn Ooh, coloured crimson in my eyes, One or two could free my mind, This is how it ends, I feel the chemicals burn in my bloodstream Fading out again, I feel the chemicals burn in my bloodstream, So tell me when it kicks in, Hmmmm, hmmmm, hmmmm, Well tell me when it kicks in Hmmmm, hmmmm, hmmmm, I've been looking for a lover, Thought I'd find her in a bottle God, make me another one, I'll be feeling this tomorrow, Lord, forgive me for the things I've done, I was never meant to hurt no one, And I saw scars upon a brokenhearted lover, Oh no no, don't leave me lonely now, If you loved me how'd you never learn Ooh, coloured crimson in my eyes, One or two could free my mind, This is how it ends, I feel the chemicals burn in my bloodstream Fading out again, I feel the chemicals burn in my bloodstream, So tell me when it kicks in, Hmmmm, hmmmm, hmmmm, Well tell me when it kicks in Hmmmm, hmmmm, hmmmm, Tell me when it kicks in, All the voices in my mind, calling out across the line, All the voices in my mind, calling out across the line All the voices in my mind, calling out across the line, All the voices in my mind, calling out across the line, All the voices in my mind, calling out across the line, All the voices in my mind, calling out across the line, Tell me when it kicks in, And I saw scars upon her Tell me when it kicks in, Brokenhearted, Tell me when it kicks in, And I saw scars upon her, Tell me when it kicks in, Brokenhearted, Tell me when it kicks in, And I saw scars upon her, Tell me when it kicks in, Brokenhearted, Tell me when it kicks in, And I saw scars upon her, Tell me when it kicks in, Brokenhearted, So tell me when it kicks in, And I saw scars upon her, Tell me when it kicks in, Brokenhearted, Tell me when it kicks in, And I saw scars upon her, Tell me when it kicks in, Brokenhearted"
"
U.N.I. Lyrics
",http://www.metrolyrics.com/uni-lyrics-ed-sheeran.html," I found your hair band on my bedroom floor, The only evidence that you've been here before, And I don't get waves of missing you anymore, They're more like tsunami tides in my eyes Never getting dry, so I get high, Smoke away the days, never sleep with the light on, Weeks pass in the blink of an eye, And I'm still drunk at the end of the night, I don't drink like everybody else, I do it to forget things about myself, Stumble and fall with the head spin I got, My mind's with you but my heart's just not So am I close to you anymore, if it's over?, And there's no chance that we'll work it out That's why you and I ended over U.N.I., And I said that's fine, But you're the only one that knows I lied, You and I ended over U.N.I., And I said that's fine, But you're the only one that knows I lied Everybody said we'd be together forever, But I know that I never wanna settle down,, Come around, break up the love like lego now, Never wanna turn into another like you, Sleep with my thoughts, dance with my views Everything's great, not everything's sure, But you live in your halls and I live in a tour bus, Now I'm in position to be another stalker, Like everything I say seems to always sound awkward Like our last kiss, it was perfect, But we were nervous, on the surface, And I'm always saying everyday that it was worth it, Pain is only relevent if it still hurts, I forget like an elephant, or we can use a sedative, And go back to the day we fell in love just on first kiss So am I close to you anymore, if it's over?, And there's no chance that we'll work it out Oh you and I ended over U.N.I., And I said that's fine, But you're the only one that knows I lied, You and I ended over U.N.I., And I said that's fine, But you're the only one that knows I lied Because, if I was gonna go somewhere, I'd be there by now, And maybe I can let myself down, And I'm thinking I'm unaware, I keep my feet on the ground, And keep looking around,, To make sure I'm not, The only one to feel low Because if you want, I'll take you in my arms and keep you sheltered, From all that I've done wrong, And I know you'll say, That I'm the only one, But I know God made another one of me, To love you better than I ever will 'Cause you and I ended over U.N.I., And I said that's fine, But you're the only one who knows that I lied, You and I ended over U.N.I., And I said that's fine, But you're the only one who knows that I lied"
"
Barcelona Lyrics
",http://www.metrolyrics.com/barcelona-lyrics-ed-sheeran.html," Will get up, up on the dancefloor tonight, I've got two left feet and a bottle of red wine, Making me feel like the beat and the bassline, Are in my blood, both hands up on her waistline, Get on up, baby, dance to the rhythm of the music, Don't care what the DJ chooses, Get lost in the rhythm with me, Please don't close until we wanna leave it And you and I we're flying on an aeroplane tonight, We're going somewhere where the sun is shining bright, Just close your eyes, And let's pretend we're dancing in the street, In Barcelona, Barcelona, Barcelona, Barcelona Will get up, up on the dancefloor, move, it's a Saturday night, I fell in love with the sparkle in the moonlight, Reflected in your beautiful eyes, I guess that is destiny doing it right, And dance like they do in the Mediterranean, Spin you around me again and again, and You're like something that God has sent me, I want you, baby, solamente And you and I we're flying on an aeroplane tonight, We're going somewhere where the sun is shining bright, Just close your eyes, And let's pretend we're dancing in the street, In Barcelona, Barcelona, Barcelona, Barcelona, Barcelona, Barcelona Oh, Barcelona, So let's pretend we're dancing in the street, In Barcelona Las ramblas, I'll meet you, We'll dance around la Sagrada Familia, (Barcelona), Drinking sangria, Mi nina, te amo mi carino, (Barcelona), Mamasita rica, Si, te adoro, senorita, (Barcelona), Los otros, viva la vida, Come on, let's be free in Barcelona, Las ramblas, I'll meet you, Come on and dance with me in Barcelona, Drinking Sangria, I just want to be in Barcelona, Mamasita, rica, Feel that summer breeze in Barcelona, Nosotros, viva la vida, Siempre vida, Barcelona"
"
Nina Lyrics
",http://www.metrolyrics.com/nina-lyrics-ed-sheeran.html," I met you when I was a teen, But then you were one as well, And I could play a guitar, Just like ringing a bell, Sometimes I wonder,, In any other summer, Could you be a part time lover to me, Listening to Stevie Wonder?, Under the covers where we used to lay, And re stacks is what the speakers played, I'd be on tour almost every day When I was home up in my flat is where we used to stay Just watching a dvd, smoking illegal weed, Getting high as two kites when we needed to breath, We'd use each other's air just for the people to see, And stay up all night like when we needed to sleep, We'd go anywhere our minds would take us, And I'd say you were beautiful without your make up, And you don't need even to worry about your weight cause We can all be loved the way that god made us, And time's the only reason that we could break up Cause you would always tell me I was away too much Distance is relative to the time that it takes to get on a plane or make a mistake So say it again Oh Nina, you should go Nina Cause I ain't ever coming home Nina, Oh won't you leave me now? And I've been living on the road Nina, But then again you should know Nina Cause that's you and me both Nina, Oh won't you leave me now? And every weekend in the winter you'd be wearing my hoodie, With drawstrings pulled tight to keep your face from the cold, Taking day trips to the local where we'd eat on our own, Cause every day when I was away we'd only speak on the phone Watching blue planet, creating new habits, Acting as if we was two rabbits, And then you'd vanish Back to the burrow with all the Celtics, I'd disappear, you'd call me selfish, I understand but I can't help I put my job over everything except my family and friends, But you'll be in between forever so I guess we'll have to take a step back, Overlook the situation cause mixing business and feelings will only lead to complications And I'm not saying we should be taking a break, Just revaluate quick before we make a mistake and it's too late, So we can either deal with pain and wait to get on a plane, But in a day we'd have to say it again Oh Nina, you should go Nina Cause I ain't ever coming home Nina, Oh won't you leave me now? And I've been living on the road Nina, But then again you should know Nina, Cause that's you and me both Nina, Oh won't you leave me now? Love will come and love will go, But you can't make it on your own Sing that song, Go oh won't you leave me now?, People grow and fall apart, But you can't mend your broken heart, Take it back, Go oh won't you leave me now?, Ooh Oh Nina, you should go Nina, (Love will come and love will go, but you can't make it on your own), Cause I ain't ever coming home Nina, (Sing that song), Oh won't you leave me now?, (Go oh won't you leave me now?), And I've been living on the road Nina, oh (People grow and fall apart), But then again you should know Nina, (But you can't mend your broken heart), Cause that's you and me both Nina, (Take it back), Oh won't you leave me now?, (Go oh won't you leave me now?), Now? Oh Nina, you should go Nina, (Love will come and love will go, but you can't make it on your own), Cause I ain't ever coming home Nina, (Sing that song), Oh won't you leave me now?, (Go oh won't you leave me now?), And I've been living on the road Nina (I've been living on the road), (People grow and fall apart), But then again you should know Nina (then again you should know), (But you can't mend your broken heart), Cause that's you and me both Nina (cause that's you and me both), (Take it back), Oh won't you leave me now?, (Go oh won't you leave me now?), Now?"
"
Hands of Gold (Game of Thrones) Lyrics
",http://www.metrolyrics.com/hands-of-gold-game-of-thrones-lyrics-ed-sheeran.html," He rode through the streets of the city, Down from his hill on high, O'er the winds and the steps and the cobbles, He rode to a woman's side, For she was his secret treasure, She was his shame and his bliss, And a chain and a keep are nothing, Compared to a woman's kiss. For hands of gold are always cold, But a woman's hands are warm, For hands of gold are always cold, But a woman's hands are warm. And there he stood with sword in hand, The last of Derry's ten, And red the grass beneath his feet, And red his banners bright, And red the blow of the setting sun, That bathed him in its light, C'mon c'mon the great lord called, My sword is hungry still. And with the cry of savage rage, They swarmed across the rill, And with the cry of savage rage, They swarmed across the rill. He rode through the streets of the city,, Down from his hill on high,, O'er the winds and the steps and the cobbles, He rode to a woman's side,, For she was his secret treasure, She was his shame and his bliss, And a chain and a keep are nothing, Compared to a woman's kiss. For hands of gold are always cold, But a woman's hands are warm, For hands of gold are always cold, But a woman's hands are warm, For hands of gold are always cold, But a woman's hands are warm, For hands of gold are always cold, But a woman's hands are warm"
"
Drunk Lyrics
",http://www.metrolyrics.com/drunk-lyrics-ed-sheeran.html," I wanna be drunk when I wake up, On the right side of the wrong bed, And never an excuse I made up, Tell you the truth I hate, What didn't kill me,, It never made me stronger at all Love will scar your makeup,, Lip sticks to me, So now I maybe lean back there, I'm sat here,, Wishing I was sober, I know I'll never hold you like I used to But a house gets cold when you cut the heating, Without you to hold I'll be freezing, Can't rely on my heart to beat in, Cause you take parts of it every evening, Take words out of my mouth just from breathing, Replace with phrases like 'when you leaving me?', Should I? Should I? Maybe I'll get drunk, again, I'll be drunk, again, I'll be drunk, again, To feel a little love I wanna hold your heart in both hands, Not watch it fizzle at the bottom of a Coke can, And I've got no plans for the weekend, So should we speak then?, Keep it between friends?, Though I know you'll never love me like you used to There may be other people like us, Who see the flicker of a clipper when they light up, Flames just create us, Burns don't heal like before, And you don't hold me anymore On cold days cold plays out like the band's name, I know I can't heal things with a handshake, You know I can change,, As I began saying, You cut me wide open like landscape, Open bottles of beer but never champagne, To applaud you with the sound that my hands make, Should I? Should I? Maybe I'll get drunk, again, I'll be drunk, again, I'll be drunk, again, To feel a little love All by myself, I'm here again, All by myself, You know I'll never change, All by myself, All by myself I'm just drunk, again, I'll be drunk, again, I'll be drunk, again, To feel a little love"
"
The Man Lyrics
",http://www.metrolyrics.com/the-man-lyrics-ed-sheeran.html," Now I don't wanna hate you, Just wish you'd never gone for the man, And waited two weeks at least, Before you let him take you, I stayed true, I kind of knew you liked the dude from private school, He's waiting for the time to move, I knew he had his eyes on you, He's not the right guy for you, Don't hate me cause I write the truth, No, I would never lie to you, But it was never fine to lose you, And what a way to find out!, It never came from my mouth, You never changed your mind, But you were just afraid to find out, But fuck it, I won't be changing the subject, I love it, I'll make your little secret public, it's nothing, I'm just disgusted with the skeletons you sleep with in your closet, To get back at me, Trapped and I'm lacking sleep, Fact is you're mad at me because I backtrack so casually, You're practically my family, If we married then I'll guess you'd have to be, But tragically our love just lost the will to live But would I kill to give it one more shot?, I think not I don't love you baby I don't need you baby, I don't want you no, Anymore I don't love you baby, I don't need you baby, I don't wanna love you no, Anymore Recently I tend to zone out, Up in my headphones to Holocene, You promised your body but I'm away so much, I stay more celibate than in a monastery, I'm not cut out for life on the road, Cause I didn't know I'd miss you this much, And at the time we'd just go, So sue me, I guess I'm not the man that you need, Ever since you went to UNI, I've been sofa surfing with a rucksack, Full of less cash and I guess that could get bad, But when I broke the industry, That's when I broke your heart, I was supposed to chart and celebrate, But good things are over fast, I know it's hard to deal with and see this, I tend to turn you off and switch on my professional features, Then I turn the music off And all I'm left with is to pick up my personal pieces, Jesus, I never really want to believe this, Got advice from my dad, And he told me that family is all I'll ever have and need I guess I'm unaware of it, Success is nothing if you have no one left to share it with I don't love you baby I don't need you baby, I don't want you no, Anymore I don't love you baby, I don't need you baby, I don't wanna love you no, Anymore And since you left, I've given up my days off, It's what I need to stay strong, I know you have a day job, But mine is 24/7, I fell like writing a book, I guess I lied in the hook cause I still love you and I need you by my side if I could, The irony is if my career and music didn't exist, In 6 years yeah, you'd probably be my wife with a kid, I'm frightened to think if I depend on cider and drink, And lighting a spliff I fall into a spiral and it's, Just hiding my misguiding thoughts that I'm trying to kill, And I'd be writing my will before I'm 27, I'll die from a thrill, Go down in history as just a wasted talent, Can I face the challenge, Or did I make a mistake erasing? It's only therapy, My thoughts just get ahead of me, Eventually I'll be fine, I know that it was never meant to be, Either way I guess I'm not prepared But I'll say this, These things happen for a reason and you can't change shit, Take my apology, I'm sorry for the honesty, But I had to get this off my chest I don't love you baby, I don't need you baby, I don't want you no, Anymore I don't love you baby, I don't need you baby, I don't wanna love you no, Anymore"
"
Parting Glass Lyrics
",http://www.metrolyrics.com/parting-glass-lyrics-ed-sheeran.html," Of all the money that e'er I had, I've spent it in good company, And all the harm that e'er I've done, alas, it was to none but me, And all I've done for want of wit, to memory now I can't recall, So fill to me the parting glass, good night and joy be with you all Of all the comrades that e'er I had, they are sorry for my going away, And all the sweethearts that e'er I had, they would wish me one more day to stay, But since it falls unto my lord that I should rise and you should not, I'll gently rise and I'll softly call Good night and joy be with you all, A man may drink and not be drunk, a man may fight and not be slain, A man may court a pretty girl and perhaps be welcomed back again But since it has so ordered been by a time to rise and a time to fall, Come fill to me the parting glass, good night and joy be with you all, Come fill to me the parting glass, good night and joy be with you all"
"
I'm A Mess Lyrics
",http://www.metrolyrics.com/im-a-mess-lyrics-ed-sheeran.html," Oh, I'm a mess right now, Inside out, Searching for a sweet surrender, But this is not the end I can't work it out, How going through the motions, Going through us And oh I've known it for the longest time, And all of my hopes, All of my own words, Are all over written on the signs, But you're on my road, Walking me home, home, home, home, home See the flames inside my eyes, It burns so bright I wanna feel your love, no, Easy baby maybe I'm a liar, But for tonight I wanna fall in love, And put your faith in my stomach I messed up this time, Late last night, Drinking to suppress devotion, With fingers intertwined I can't shake this feeling now, We're going through the motions, Hoping you'd stop And oh I've only caused you pain, I know but all of my words will always below, Of all the love you spoke, When you're on my road, Walking me home, home, home, home, home See the flames inside my eyes, It burns so bright I wanna feel your love, no, Easy, baby, maybe I'm a liar, But for tonight I wanna fall in love, And put your faith in my stomach And for how long I love my lover, For how long I love my lover and now, now, For how long, long I love my lover now, now, For how long, long I love my lover now, now For how long, long I love my lover now, now, (And I feel love), For how long, long I love my lover now, now, (I feel it all over now, now and I feel love), For how long, long I love my lover now, now, (I feel it all over now, now and I feel love), For how long, long I love my lover now, now, (I feel it all over now, now and I feel love), For how long, long I love my lover now, now, (I feel it all over now, now and I feel love), For how long, long I love my lover now, now, (I feel it all over now, now and I feel love), For how long I love my lover now, now, For how long, long I love my lover"
"
Firefly Lyrics
",http://www.metrolyrics.com/firefly-lyrics-ed-sheeran.html," I fell in love next to you, Burning fires in this room, It just fits, Light and smooth, Like my feet in my shoes, Little one, lie with me, Sew you heart to my sleeve, We'll stay quiet, Underneath shooting stars, If it helps you sleep, And hold me tight, Don't let me breathe, Feeling like, You won't believe There's a firefly, Loose tonight, Better catch it, Before it burns this place down, And I lie, If I don't feel so right, But the world looks better Through your eyes There's a firefly, Loose tonight, Better catch it, Before it burns this place down, And I lie, If I don't feel so right But the world looks better, Through your eyes Teach my skin, Those new tricks, Warm me up, With your lips, Heart to heart, Melt me down, It's too cold, In this town, Close your eyes, Lean on me, Face to mouth, Lips to cheek, Feeling numb, In my feet You're the one, To help me get to sleep, And hold me tight Don't let me breathe, Feeling like, You won't believe, There's a firefly Loose tonight, Better catch it, Before it burns this place down And I lie, If I don't feel so right, But the world looks better, Through your eyes, There's a firefly Loose tonight, Better catch it Before it burns this place down, And I lie, If I don't feel so right, But the world looks better, Through your eyes, It's only been One night of love, And maybe, That is not enough, Hold me tight, Don't let me breathe, Feeling like, You won't believe It's only been, One night of love, And maybe, That is not enough, Hold me tight, Don't let me breathe, Feeling like, You won't believe, There's a firefly loose tonight, Better catch it, Before it burns this place down, And I lie if I, Don't feel so right, But the world looks better, Through your eyes, There's a firefly, Loose tonight, Better catch it before it burns this place down, And I lie if I don't feel so right, But the world looks better through your eyes"
"
Wayfaring Stranger Lyrics
",http://www.metrolyrics.com/wayfaring-stranger-lyrics-ed-sheeran.html," Oooh ooh ooh, Ooooh oooh oooh ooh Oooh ooh ooh, Ooooh oooh oooh ooh Oooh ooh ooh, Ooooh oooh oooh ooh Oooh ooh ooh, Ooooh oooh oooh ooh I am a poor wayfaring stranger, Travelling through, this world alone, There's no sickness, toil or danger, And that bright land to which i go, And I'm going there to see my mother, And I'm going there no more to roam, I'm only going over Jordan, I'm only going over home now Hey ey ey yeah Hey ey ey yeah Hey ey ey yeah Hey ey ey yeah Hey ey ey yeah Hey ey ey yeah Hey ey ey yeah Hey ey ey yeah Mmmm Ooohhh, I know dark clouds will gather me, I know my way's rough and steep, And the beautiful fields lie just beyond me, And I know my way's rough and steep, I'm going there to see my mother, I'm going there no more to roam, I'm only going over Jordan I'm only going over home now Cause' I am a poor wayfaring stranger, Travelling through, this world alone, There's no sickness, toil or danger, And that bright light to which i go, I'm going there to see my mother, I'm going there no more to roam, I'm only going over Jordan, I'm only going home now"
"
Autumn Leaves Lyrics
",http://www.metrolyrics.com/autumn-leaves-lyrics-ed-sheeran.html," Another day, another life, Passes by just like mine, It's not complicated Another mind, another soul, Another body to grow old, It's not complicated Do you ever wonder if the stars shine out for you? Float down, Like autumn leaves, And hush now, Close your eyes before the sleep, And you're miles away, And yesterday you were here with me Another tear, another cry, Another place for us to die, It's not complicated Another love that's gone to waste, Another light lost from your face, It's complicated Is it that it's over or do birds still sing for you? Float down, Like autumn leaves, And hush now, Close your eyes before the sleep, And you're miles away, And yesterday you were here with me Ooh, how I miss you, My symphony played the song that carried you out, And ooh how I miss you, And I miss you and I wish you'd stay Do you ever wonder if the stars shine out for you? Float down, Like autumn leaves, And hush now, Close your eyes before the sleep, And you're miles away, And yesterday you were here with me (Mmm-mm-mmh, mm-mmh, Mmm-mm-mmh, mm-mmh), (Mmm-mm-mmh, mm-mmh, Mmm-mm-mmh, mm-mmh) Touch down, Like a seven four seven, Stay out, And we'll live forever now."
